review,rating,date
pak tolong aktifkan kembali dong akun saya dulu sya pernah jadi driver tapi saya keluar karna butuh jaminan saa yg di simpan di kantor jadi say terpaksa mengundurkan diri dari kantor gojek,5,2022-12-12
5x mesen d cancel mulu sama drivernya ga niat apa yak,1,2022-12-12
kacau  harga go ride naik terus kualitas down embelembel diskon pas harga naik  dapat driver suka yang jauh padahal banyak driver mangkal di depan mata  kalau saya cancel saat driver tidak ada respon atau dapat yang jauh malah akun saya yang di non aktifkan  kadang suka kasih jalur yang macet kalau saya arahin kadang driver ga dengar kacau kacau gojek uninstall,1,2022-12-12
aplikasi mudah dan driver profesional,5,2022-12-23
driver penjemputan cepatsopan dan ramah,5,2022-12-12
sikap driver ramah sopanbawa kendaraan nya saya merasa nyaman,4,2022-12-12
untuk gojek kalau bisa di perbanyak mitra pengemudinya karena menurut saya masih agak lama untuk mendapatkan driver saat pemesanan jika dibanding aplikasi serupa terimakasih,4,2022-12-12
tolong di beri sanksi pada driver yg mungkin sudah pick up tetapi di abaikan saja,2,2022-12-12
sangat baik driver,5,2022-12-12
posisi drivernya kadang tidak akurat enatah eror atau knapa tolong di perbaiki lagi biar tidak ad kesalahpahaman atau konflik antara konsumer dan driver,3,2022-12-12
driver yg ramah bersih dan safety,5,2022-12-12
minta tolong diaktifkan lagi untuk mode hemat gratisnya paling tidak seminggu sekali ini akan lebih menarik minat orang untuk pesan gofood oh iya uadmin nya minta tolong di delete note batal salah pencet nya yaaa agar tidak membuat bingung driver tolong dibantu ya min terima kasih,5,2023-09-13
tolong kembalikan tombol batalkan pesanan biar saya ga susah2 kalo drivernya minta cancel,1,2023-01-27
mantap ongkos murah banyak promonya driver nya juga banyak,5,2023-09-14
driver nya pada kurang santun sekarang,3,2023-05-05
yok gojek jgn down performa masa udah nunggu 15 mnt kata driver baru masuk orderannya klo emg orderan yg 1 blm selesai jgn lamgsung di terima dong orderan yg masuk,1,2023-04-06
ongkos mahal ke driver ngga seberapa  kasihan driver bosss ,2,2023-09-11
tolong dong perbaikin bug untuk chat drivernya,2,2023-04-27
wah benar benar ini aplikasinya saya sudah pesan driver sudah dekat tapi tiba tiba dibatalkan,3,2023-09-07
tolong di perbaiki masa udah pesen berapa kali posisi driver gak gerak ,3,2023-05-04
terlalu banyak biaya yang ga masuk akal sedangkan ke driver nya 60,1,2023-05-26
makasih gojek udah laper gini driver ga segera ambil pesanan sampai 1 jam ga segera diambil ga bakal lagi pake gojek,1,2023-08-12
selama sy memakai gojek alhamdulillah tdk ada kendala berarti drivernya ramah2 dan ontime semoga pelayanannya tetap dipertahankan kalau bisa kdepannya ada diskon khusus utk anak sekolah,5,2023-01-19
driver pelayanan y baik dan memuaskan,5,2023-01-18
drivernya ramah  sopan,5,2023-08-03
pas butuh susah banget nyari drivernya,1,2023-04-23
joss cuma rute yg kadang tidak sesuai di lapangan driver ramah,5,2023-05-18
apa ajh kena biaya tambahan driver di peras,1,2023-05-13
makin susah jadi driverbonus kaga ada nunggu orderannya berjam jam,1,2023-01-23
driver gak pernah mau terima orderan pass lagi hujan,5,2023-08-29
drivernya rama  respon penjual sangat cepat,5,2023-04-10
bawanya kalemtks pak driver,5,2023-05-14
mohon diberi edukasi soal komunikasi pada para drivernya baik ojol maupun gocar kalau tidak bersedia menjemput customer segera menginformasikan pada customer jgn didiamkan lama kita sama2 cari rezeki mohon saling kerjasamanya,1,2023-12-31
kapan ciiooookkkbuka lowongan untuk driver lagi daftar sudah lama ga ada panggilan pengaktifan akun ancok tenan,1,2023-03-27
sekarang nyari driver susah banget padahal cuaca cerah driver yg nongkrong banyak bukan di perkampungan pedalaman aneh dulu gojek nyari driver dulu terus dateng ke resto sejak ganti jadi lelet banget ganti app lain aja guys promo juga ga seberapa di gojek mah,1,2023-02-22
pelayan driver nya kurang memuas kan dan driver gojek banyak yg gak jujur,1,2023-03-11
potongan gede k driver dikit  mahal lgi,1,2023-03-15
driver nya ok,5,2023-03-17
good service perbanyak driver yang bagus,5,2023-03-04
aplikasinya sangat membantu para drivernya sangat ramah dan pandai memilih jalan moga sukses gojek,5,2023-02-19
sering dikasih driver yg jauh jauh,5,2023-02-11
tingkatkan lagi pemilihan acak driver terdekat,5,2023-02-06
tiap region mngkn berbeda tarif tetapi gojek selalu memberikan layanan terbaik kalau boleh saran tolong agar selalu tersedia driver yg standby disaat hari besarlebaran misalnya karena dari pengalaman saya disaat moment hari kemenangan itu sulit sekali mencari driver yg aktif disaat kita membutuhkan,5,2023-02-07
hapuskan biaya jasa aplikasi hanya menunguntungkan aplikasi tapi merugikan cuostamer dan driver,1,2023-02-07
susah bangat sih dapat driver giliran urusan update aplikasi cepat bangat jam nya ga sibuk tapi susahhhhhh bangat dapatnya taikkk lah,1,2023-10-26
driver nya baik yang namanya pak syukur,5,2023-02-16
tambah lama tambah kaya sampah aplikasi gojek inidriver di depan saya rame bgt saya pesan goride malah dpt driver yg jauh bgt dari posisi saya sedangkan aplikasi maxim qt mesan dpt driver yg terdekat jugalama kelamaan lari itu semua customer ke aplikasi lain bos perhatikan kepuasan pelangganjangan cuma bisa ngejawab mohon maaf atas kendala yg terjadibutuh actionnya bos bukan ini lah itu lah alasannya,1,2023-06-08
senang penjemputan cepat drivernya ramah senang memakai jasa gojek,5,2023-01-13
teruntuk customer yang baik hati alangkah baiknya jika jari jemarimu jangan kalian gunakan untuk klik rating buruk untuk driver kami sudah miskin harta minimal jangan tambahkan beban kami dengan ketololan kalian,3,2023-06-05
aplikator anak bangsa  muantapzsalam driver jakarta barat,5,2023-01-16
giliran di aplikasi customer di respon giliran coment driver ga di gubris cukup kalian tau yaa para cust gojekpotongan ke driver itu 3035 jd jgn kalian mikir driver untung gede dr hasil ongkir kalian apalagi semena2 sm driver catat itu,1,2022-12-13
driver nya ramah,5,2022-12-01
cari driver lama bgt hampir stengah jam,1,2022-12-01
cari drivers lama ,3,2022-12-01
kenapa sekarang sulit cari driver ojek ya udah nunggu 20 menit ga dapet,4,2022-12-01
saya pesan gojek tp driver tidak mau cancel saya canvel malah saya yg di suspend padahal driver anda yg malas karena hujan tdk mau gerak tolong di tambahkan fitur utk lapor driver yg tdk mau jemput,1,2022-12-01
aplikasi gojek sekarang udh mulai jelek driver suka batalin orderan di tanya baik baik malah langsung batalin terus harga bisa tiba naik drastis tolong ya aplikasi gojek di ubah,2,2022-11-30
sulit mendapatkan driver berjam jam gua nunggu woy,1,2022-11-30
tolong map nya di perbaikialamat dan titik tidak sesuaimenyusahkan cust dan driver kasian,2,2022-11-30
go car mantap driver ramah layanan bagus,5,2022-11-30
kecewa sama gojek kebanyakan kurir gojek tidak tepat waktu dan bertele tele dalam hal penjemputan dan pengantaran,1,2022-12-01
gojek kenapasi sekarang saya udh pesan tiba2 ke batal sendiri sampe akhirnya driver nya pada dateng,3,2022-12-01
mantap gojek perlu byk perbaikan ya buat drivernya,5,2022-12-13
gojek is the best semoga berkah para drivernya untuk mencari rezeki buat keluarga tercinta,5,2022-12-02
membantu sekali dikala kita butuh driver baik ngojek maupun gofood,5,2022-12-02
ya aplikasi kok seenaknya saya mesen punya saya kok ditebengin nganter punya orang laen dulu disuruh sabar  mestinya punya ruang masing donk bagi rezeki juga ke driver laen ga semua di hajar jadi satu ke driver yang sama kan waktu jadi makin terhambat pikirin lagi coba ga usah kaya gini bikin sistemnya lagi nyoba tah,1,2023-04-15
kendaraan yg bersih drivernya sopan dan komunikatif,5,2022-12-02
darikemaren pesen gojek dibatalkan trus padahal posisi drivernya deket entah sistem yang error atau gimana gapaham,3,2022-12-02
sangat mudah mendapatkan driver di manapun saya berada,5,2022-12-02
terjadi lagi knp gojek selalu memberikan arah yang memutar jauh untuk ke tujuan padahal ada jalan yang lebih dekat dan selalu jadi petunjuk arah di sebelumsebelumnyasehingga menambah biaya hampir 2x lipat dari biasanya pergi 18000 pulang 29000 jalurnya berubah jadi muter padahal tujuannya sama setiap hari dan tdk ada kemacetan si driver juga melewati jalan yang terdekat yang biasa di lewati dengan tarif yang bertambah solusinya buatkan fitur untuk costumer merubah jalur ke tujuan,1,2022-12-02
gojek kenapa ya sekarang susah cari driver sekalinya dapet pun jauh bisa sampai 15 menit nunggu ,1,2022-12-02
parah dapat voucher goride hemat tapi susah banget nyari driver udah gitu dapat nya jauh  ga gerak2 driver nya ,2,2022-12-02
pesan gosend driver mau nya ngmbil yg jauh2 yg dekat ngg mau ngambil pesen gosend dr jam 9 belum ada yg ngambil yg pertama ngmbil di cancel profesional dong,4,2022-12-02
aneh jarak jemput driver nya jauh banget dah gitu makin di cek makin naek harganya untuk food nya tolong dong biaya lainnya 1000 aja kayak dulu biar pake voucher nya berasa potongannya,1,2023-11-07
udh sering nge gofood driver seenaknya cancel sendiri udh lama nungguin dicancel driver order gojek aja minta cancel driver terus alasan abis bensinlah ga bawah helm 2 lah,1,2022-12-02
driver ramah,5,2022-12-02
aq selalu menggunakan tranportasi dgn gocar dan gojek kemanapun aq beraktifitas sampai saat ini pelayanannya sangat baik dan drivernya sopan kadang ada sih 12 org yg agak kurang sopan bravo gocar gojek,5,2022-12-02
apk top one perkenalkan saya driver gopartner asal ojek pangkalan thanks,5,2022-12-02
udh mahal kinerja driver banyak yg buruk udh jarang banget promo lagi fiks balik lagi ke angkutan umum aja deh bubarin aja ini,1,2022-12-02
lokasi gak ujan lokasi driver jauh2 mau dibatalin ga bisa tiap dibatalin malah dicariin driver otomatis 1 jam cuma buat hal2 kaya gini dengan sistem yg buruk mana csnya robot semua,1,2022-12-01
driver ramah trimksih,5,2022-12-27
saya sebagai penumpang sangat menyukai apl ini karena bisa membantu dan mempermudah sy dalam ber aktivitas tp yg mungkin sangat di sayangkan adalah tentang system untuk kesejahteraan para driver yg sering di keluhkan nya mereka semoga kdepan nya bisa lebih baik dan diperbaiki lagi untuk system keuntungan bagi para driver nya supaya tidak ada lg cerita tentang keluh kesah yg kurang menyenangkan bagi para driver trmksh,4,2023-03-30
pelayanan driver baikkramahh,5,2023-12-02
teruslah berusaha karena muka kurang tidur lebih cakep dari pda muka kurang duit semangat buat para driver yg sering nganter gue tanpa gue inget satu persatu nama kalian dan semoga keberkahan slalu menyertai kita semua  amiin ,5,2022-12-01
gila pesen gofood drivernya pada di suspen jadi nga ada yg ambil ordernya,1,2022-12-01
tiap pesen gojek pagi buat berangkat sekolah semua driver sedang sibuk jadi gua telat terus ajg di marahin guru tolol,1,2022-12-01
kalau hujan cari gocar susah pada nolak semua drivernya,1,2022-12-02
kalau aplikasi gojek costumer yg ulasgojek cepat balasnyakalau aplikasi go partner yang untuk driver tidak ada satupun yang dibalasada apa nihmohon para costumer yang ada di ulasan ini tolong di viralkanbahwa gojek semena mena kepada drivernyakalian di kenakan ongkos besar tetapi yang masuk ke kantong driver cuma 70 persentolong viralkan,1,2022-12-12
tolong buat sistem nya di perbaiki tiap order gofood selalu lama proses nya padahal driver di area resto juga banyak,1,2023-11-17
kenapa sih aplikasi gojek susah banget dapetin driver nya saat hujandi saat lagi penting hujan tapi tidak ada yg menerima orderanterus udh dapet di cancel,1,2023-11-19
sangat mengecewakanpelanggan setia gojek tapi tiba akun diblokir karena melakukan cancel pesanan gocar dengan lokasi driver yg sangat jauh saldo gopay tidak bisa dikembalikan sangat mengecewakan,1,2022-11-28
semoga gojek bisa mengurangi pajak dan kembali dengan peraturan bonus poin buat para driver lagi kasihan mereka yang sudah banting tulang tapi malah dinikmati oleh pajak dan administrasi yang tak sesuai,3,2022-11-28
hai udah beberapa kali aku dapet driver yg ngomel sepanjang perjalanan karena jaraknya jauh mau itu berangkat pagi atau malam sikon jam 2330an berharap bisa pulang dg nyaman tapi bahkan driver tetep terus ngeluh walaupun saya udah sarkas maaf pak kondisinya emoney saya ketinggalan di office dan saya ga mungkin jalan kaki dari jaksel bekasi aku gamau rate jelek ke driver tapi tolong banget adain pelatihan bagaimana cara bersikap sedih,4,2022-11-28
kaget sama perubahan sistem gofood yang berubah harus selesai nyiapin makanan dulu baru bisa dapet driver kerentolong adain vitur bisa chat pihak restoran nya untuk mengenai ada yang kuranglupa nulissaya setiap gofood rasanya seperti ga puasberbeda dengan gojek versi lama,4,2023-03-14
jujur liat komen aku jg ngerasain klo untuk go food si aman ajacuma emng kadang driver gojek car pda judes kalo kta ambil titik yg gak sesuai padahal di komplek cma lurus lewat 3 rmh aja krna kita kan masukin nama komplek nya dan blok nyalewat maps kalo masukin nmr rumah agak susah cari titik nya lagi pula saya slalu bayar lebih  tpi di judesin mulu smpe pernah sy di turunin di dpan komplek dan dri situ sy gak mau pake go car di gojek lagi mngkin gak smua tpi yg sy temuin bnyk bgt,4,2022-11-28
katanya karya anak bangsa beda kan sama si hijau yang lain si kuning serta si oranye bukan mitra tapi perpeloncoan benar tak pantas disebut mitra cermati betul2 kasus per kasus mengapa satu orderan bisa batal jangan semua divonis salah kan driver ini bukan kerja enak menghadap pc laptop blkg meja dan ber ac tp hujan panas macet bau asap kendaraan justru kita mau orderan tp jangan milah milih terlalu perhitungan lah,1,2022-11-29
mantap aman dalam perjalanan driver juga sopan dan ramah,5,2022-11-29
pengalaman saya memakai gocar pembayaran pertama saya memakai tunai saya ganti pembayaran pakai gopay sudah sukses tapi di hp driver tetap tunai dan saya tetap disuruh pembayaran tunai sedangkan saldo gopay saya kepotong dan laporan saya tidak ada respon melapor dari tgl 25 november sampai sekarang tidak ada tindakan atau pun info,2,2022-11-28
map nya gak update dan kurang detail kasihan driver nya,1,2022-11-29
peraturan baru bikin driver byk of dan pelanggan lari ke in driver dan maxim driver juga ikut lari mengikuti 2 kompetitor,1,2022-11-28
recommend untuk aplikasi nyapertahankan kinerja yg baik untuk para drivernya,5,2022-11-29
driver mobil pada ga mau ambil orderan tapi suruh customer cancel mending grab,1,2022-11-29
banyakin driver yang mau menerima orderan dan perluaskan pencarian orderan,4,2022-11-28
aplikasi gak jelasngasi driver yang nolak terus dan akun gak jelas tanpa foto semuaerror aplikasi terus pula,1,2023-01-01
ok mantaf tingkatkan pelayanan sejahterakan drivernya,5,2022-11-28
lama dapet driver,1,2022-11-28
drivernya cancel terus,1,2022-11-28
pantas sahamnya anjlok drivernya tidak selalu bisa terima orderan 2 jam goffood cancel terus pindah ke apps kuning jadinya mohon di perbaiki pak,3,2022-11-28
drivernya luar biasa ramah,5,2023-03-13
driver yg amanah,5,2022-12-31
order go ride dan gosend drivernya berkali2 cancel terus drivernya juga kebanyakan ngga pernah dididik ngga bisa membaca maps dan pada males anter ke titik tujuan tolong pihak gojek mengedukasi driver2nya biar pinteran dikit saya pakai aplikasi ini utk memudah kan saya bukan malah menyusahkan saya,1,2022-11-28
aplikasi sering keluar sendiri pencarian driver lama sampai 10 mnt padahal driver banyak nongkrong disekitar resto,1,2022-11-28
hampir setiap kali naik gocar selalu mengecewakan bauk mobil ga enak apek driver nyetir jg ga enak sepanjang perjalanan pengen muntah gojek harusnya punya sop setidaknya klopun ga bau harum itu jgn sampe bauk ga enak gitu keliatan joroknya mau cancel ganti driver nanti ga terima tp hampir tiap kali naik gocar selalu seperti ini kmren masi kasian sama driver tp skr uda ga bs di toleransi ini saya posisi di kota malang tolong ya segera diperbaiki kita bayar jg ga murah,1,2022-11-28
kl driver yg mbatalin karena alasan jauhnyebelin,5,2023-07-04
saya kasih bintang 3 dulu kalo bisa gopay bisa isi saldo driver semoga kedepannya bisa,3,2022-12-29
mantap drivernya ramah,5,2022-11-29
jika naik gocar jgn pake pembayaran gopay karena tarifnya tidak sesuai dengan pesanan awal dan drivernya bisa ambil tarifnya parkir seenaknya,1,2022-11-29
mengapa sangat lamban mendapatkan driver padahal driver di sekitar resto tidak seperti tetangga sebelah langsung tokcer dapat driver,1,2022-12-13
lama banget nunggu driver gocar sekalinya dapet jaraknya jauh banget aplikasi payah mending pakai grabcar cepet nyampenya oia rute jemputnya juga tidak akurat aplikasi menyedihkan,1,2022-11-30
gojek bbrp bulan ini kenapa sih susah bgt dapat driver mo cuaca bagus atau engga pesen makan atau pesen driver lama bgt,3,2022-11-30
tambah lama biaya pemesanan nya mahal klau ada promo dipakai dibilang transaksi tidak wajar kan aneh dan sekarang promo yg bs di gabungkan yang jadi ciri khas gojek di hilangkan bonus driver di perberat promo customer di batasi gojek ingin mengeruk keuntungan lebih besar padahal ada promo yg bs di gabung aja untung nya triliunan apalagi klau di hilangkan apakah gojek mau niru aplkasi sebelahaplksi gojek banyak yg kasih bintang jelek tp ratingnya tinggi aneh,2,2022-12-29
diskon goride hemat tapi dipilihan mode transportasi tidak tersedia goride hemat promo tiputipu  tolong ditambahkan fitur pada riwayat perihal riwayat driver yg cansel orderan baik go food atau go ride kami sangat dirugikan karena sering dpt driver yg cansel sedangkan riwayat cansel mereka tdk terekam di aplikasi,1,2022-11-30
tolong driver nya ditingkatkan ya adabnyaketemu driver biadab barusanmungkin karena yatim piatukan ga ada ibu bapakjadi biadab saya yang datangi dia ke titik drivernya beradasetelah itu dia marah2 ke saya karena ngasih alamat ga serinci rincinyalah terus dia ga mau ngantar sayasaya janji saya sebarin driver iniaplikasi ga berkualitas driver nya biadab,1,2022-12-14
kenapa ya apk gojeknya malah jdi gini pdhl lokasi saya hidup tapi malah gofood nya kesasar jauh banget saya dikalimantan tengah tapi driver nya malah di bandung mohon diperbaiki soalnya saya rugi,5,2022-11-29
drivernya jauh2 yg dipilih tapi tetap bagus,5,2022-11-29
mau kirim paket instan hampir 2 jam gak ada driver yg ambil padahal lokasi lingkungan sekitar driver bnyak ,2,2022-11-17
sangat bagus respon cepat dari drivernya,5,2022-11-29
hei maling kembalikan uang saya yg ada di akun driver car saya senilai rp27380000  masih kurang duit juga ya sampe duit saya kalian ambil n hak saya kalian makan  masih kurang makan potongan komisi 20 dari setiap orderandriver  maling  kembalikan uang saya  jangan sampe saya viralkan ,5,2022-12-06
sudah berkali kali order goride smpe udah level bos tetep saja pelayanan drivernya buruk dan berkendara dengan ngawur seolah jalan milik sendiri karena apa karena ngejar waktu utk tupo tapi tidak memperhatikan keselamatan penumpangcustomer berkali kali hampir kecelakaan dan yg terakhir kaki bengkak karena driver mendahului bareng dengan pengendara depan yg kemudian menyrempet kaki saya insiden itu membuat saya trauma pakai gojek,1,2022-12-21
driver ramah dan asyik kuasai jalan pintas,5,2022-12-06
kasih notif kalau driver membatalkn pesanan jadi yang lain tidak merasa dirugikan tiba hilang setelah ganti orang pihak gojek maunya offline,3,2023-04-28
tolong dong perbaiki sistem masa dapet driver nya jauh2 pdhal yg deket ada,1,2022-12-22
driver nya suka telat,4,2022-12-06
tong drivernya diberi edukasi lagi driver suka milih2 pelanggan suka milih2 lokasi,1,2022-12-11
karya anak bangsa semoga tetap ramah dan melayani customer dengan baik utama nya juga memberikan yang terbaik untuk kesejahteraan karyawan dan para driver nya,5,2023-08-27
susah dapet driver ada dapet malah di cancel ama supirnya coba beberapa kali gk dapet terus mana baru beberapa menit harga naik terus lagi,2,2023-04-22
penjemputan cepat driver ramah terima kasih gojek,5,2022-12-07
recomanded for online driver,5,2022-12-17
ini c kelewatan bli barang kemarin diproses kirim gak ada yg ambil sampe 10x ganti driver parah parah kapok pake gosen instan mnding pk greb cepet kecewa,1,2022-12-05
susah dapet driver,1,2022-12-05
duh barang saya ketinggalan di motor gojeknya gimana ya an driver nya firman wardiansyah,3,2022-12-05
good job buat drivernya,5,2022-12-05
tolong jangan ada lagi driver yang mbambet khusus nya driver perempuan karena mereka mencari duit demi keluarga terus juga mereka single parent,5,2022-12-06
drivernya sopan,5,2022-12-06
senang pake gojek tapi kadang kecewa juga kalo dapet drivernya yg ga ramah padahal mapnya sudah sesui,4,2022-12-06
aplikasi jahat udah susah dapet driverpdhl terlanjur isi gopay udah dapt driver  kejauhan kata driver nya  driver nya minta customer yg cancel tp jgn dgn pilih driver minta dicancel,1,2022-12-09
pengguna gojek yg order gofood anda harus tahu sekarang driver ada opsi menerima 2 order food sekaligus dan ongkir yg diberikan ke driver hanya 2500 rupiah misalkan order ke 1 jarak 1km ongkir 8800 ongkir order ke 2 hanya di tambah 2500,1,2023-04-25
tolong dong kasih driver yg terdekat selalu dpt yg jauh2 kadang jauhan jemput daripada ke tempat nganterny jd lama nunggu driver,4,2022-12-09
pihak aplikasi semakin jadi sekarang ya biaya go food untuk biaya layanan 10 k  bener2 gak masuk diakal dari harga pesanan kamu naikin 10  15 dari drivernya kamu potong juga dari pengguna masih disikat gak pake kira  selamat tinggal gojek,2,2022-12-09
cari driver aja susah banget udah nunggu 2 jam lebih baru dapet sekarang saya pesen gosend malah gak ada drivernya,2,2023-04-12
kalau order gofood kelamaan mencari driverudah gitu drivernya yang jauh jauh pula yang dapat padahal driver dekat resto ada,1,2023-05-30
setelah sekian lama cakep gan makin sempurna dan gak berat di hpcuman ram nya makin gedemasukan aja buat para driver nya agar nyediain uang kembalian atau saldo gopay buat top up gopay pelanggan soalnya tak semua pelanggan berduit gan kadang kalau tidak ada kembalian pelanggan rela nahan lapermenunda kebutuhan keluarga nya,3,2023-04-23
jancoek kalo ngasih driver itu jangan yang jaraknya 5km dari titik jemput kasihan coek lagipula saya nunggu nya lama saya ndak butuh driver bintang 5 ndak perlu bintang saya yang penting cepat samapai,1,2023-04-10
aplikasi busuk seperti aplikasi driver car busuk,1,2023-04-13
sikap driver,5,2023-07-28
sistem gojek tolong di perbaiki yakalo saya mesen gojek jadi agak lama nunggu nyakarna dapat drivernya jauh jauh semua saya jadi kasihan sama driver nya karna harus menjemput saya terlalu jauh semoga setiap keluhan customer maupun keluhan driver di liat dengan jelas makasih ,1,2022-12-07
aplikasinya bagus cuman realitanya mungkin bisa diperbaiki lagi ya seperti pembatasan umur driver maks saya sering sekali ketemu driver yg udh tua dan mngkin kurang paham soal jalanan jadi dilewatin jalan yg ribet lebih lama dan buang buang waktu,1,2023-08-23
entah yg salah siapa di tampilan posisi driver masih di restoranternyata sudah tiba di titik lokasi saya dan saya di suruh cepat sama si driver padahal saya sudah nunggu lumayan lama payahhh,1,2023-08-13
njir masih pagi udh bikin buru masa driver nya buat aku gk kebagian padhl aku udah kesiangan kau ada acara pehhh,2,2022-12-08
saya mengalami kecelakaan tgl 7 mei malam sekitar pukul 2030  2100 di perempatan lampu merah daerah cawang seingat saya waktu itu masih lampu merah tapi driver bilang sudah hijau jadi motor jalan lagi saat itu terjadi kecelakaan yg menyebabkan bahu kiri saya patah dan harus dioperasi serta opname di rs hingga saat ini tdk ada etikad baik dari driver satgas gojek bahkan dari gojek utk sekedar menanyakan kabar saya bahkan asurasi pun tdk ada saya minta pertanggung jawabannya segera,1,2023-05-18
saya kasih bintang 5 karena drivernya sangat baik,5,2022-12-20
gojek makin gajelas sudah dpt driver tiba2 cancel dan susah lg nyari nya heran,1,2023-06-05
ternyata banyak yg kecewa sama gojek yg sekarang tolong lah ya kalau memang lagi antar penumpang dulu jangan di kasih ke driver itu memang gak ada armada lain percuna dong kalau mah buru malah tetep harus nunggu ,1,2022-12-08
di maps driver tidak terlihat jd tidak tau drivernya dmn repot kalau tunggu lama2,1,2023-08-16
pesan gofood selalu kepencet tapi gabisa cancel rugi di customer lapor ke customer service nya tetep gabisa dicancel alasannya driver udah jalan ,1,2023-06-14
serig kali mendapatkan driver yang sedang mengantar penumpang lain sedangkan sy disuruh menunggu setelah driver mengantarkan penimpang tersebut ditanya ke drivernya alasannya aplikasinya yg masukkan orderan baru bukan drivernya yang memilih jika benar artinya aplikasinya sangat buruk jika salah artinya drivernya yg egois ambil orderankasih lah ke driver yg tidak ada penumpangnya ditambah lagi sistem yang sering telat mencari driver sehingga membuat pengantaran makanan sering telat,1,2022-12-03
kronologi  saya memesankan gocar terhadap pacar saya lalu setelah dapat driver serta sampai di titik penjemputan si driver tersebut beliau langsung mengatakan turun di depan gang dan jaraknya dengan titik diaplikasi lumayan terbilang jauh lalu si driver meminta perubahan pembayaran melalui tunai setelah saya bayar menggunakan gopay dengan beralaskan dia hanya mendapatkan 13rb dan yang terakhir driver gocar ini mengendarai mobil dengan kecepatan tinggi dan ugalugalan sambil memainkan handphone,1,2022-12-03
ah mkin lama mkin gaa bner niih driver diganti2 teruuus woooi customer dipermainkan,1,2022-12-03
kenapa ya skrg inikdg dpt driver yg jutek n kdg pelit palg klo grabcarac nya kdg kecil bgtjd klo bawa anak kecil suka rungsingudah gitu kadang g peka apa pura g pedulijd suka males jadinya mo naik grabcardah byr lebih tp drivernya suka ngeselinutk driver yg baikramah peduli kenyamanan penumpang terimakasih banyaksmg tambah berkah rezekinya,4,2022-12-03
coba deh utk dievaluasi lagi kinerja aplikasinyamulai dari maps yg kadang ga jalan padahal driver udh nyampe lokasi tapi di maps ga gerak tarif yg berbeda dari rute yg sama tiap harinya mungkin karena sistem otomatis ngambil jalur yg beda lebih jauh dari biasanya padahal driver ya lewatnya jalan yg sama tiap harinya dan yg paling cepatmohon ya tim di evaluasi lagi demi kenyamanan bersama terimakasih ,2,2022-12-04
good driver,5,2022-12-03
susah dpt driver,1,2022-12-03
terimakasih mas driver layanan cepqt dan baik semangat,5,2022-12-02
drivernya baik ramah,5,2022-12-03
tiap booking mobil paling lama selalu dapat titik yang jauh2 dengan waktu tunggu lebih dari 20 menit belum lagi driver banyak yang ga bales chat atau tidak bisa dihubungin ga jelas mau picked up apa engga ga ada kabarnya,3,2022-12-03
driver nya ramah dan membawa kendaraan nya nyaman mksih pak driver,5,2022-12-03
cepat sampai driver amanah,5,2022-12-03
lemot banget sekarang dapet driver nya juga jauh ,2,2022-12-03
aplikasi susah dapat driver percuma juga udah langganan,1,2022-12-04
tolong driver ga mau dapat duit gua butuh driver buat anterin ke stasiun haurgeulis,1,2022-12-11
driver ramah tepat waktu,5,2023-04-06
setiap pesan goride pasti dapet driver nya jauh2 banget jarak jemput nya bisa 2kmparah sih ini,3,2022-12-04
murah bagus tapi sayang pengambilan drivernya terlalu jauh,5,2022-12-05
kadang susah cari drivernya bisa sampai 50 menit baru dapat,4,2022-12-05
tolong kasih tau customer yg belum paham sama fitur menu aplikasi go jek jgn sampai salah alamat kasian driver nya udah dateng alamat jemput malah salah alamat alamat pengirim nya di sana yg di sini tujuan terbalik  kalau di cansel driver nya menunggu orderan nya lama lagi,1,2022-12-05
tolong dunk pihak gojek untuk mencari driver yang benarbenar mau kerja pengalaman saya setiap mau pesan go ride atau go food selalu aja bermasalah dengan pihak drivernya entah tidak mau antar saya ke tempat tujuan atau tidak mau mengambil pesanan makanan saya tolong ya diperhatikan lagi pihak gojek saya benar benar kecewa dengan driver kalian yang terlalu milih orderan,1,2022-12-05
tolong ditindak tegas dapet driver gocar tiba minta tambah ongkospadahal diaplikasi dah jelassepanjang jalan ngeluh demi dikasih tambah pelayanan buruk,2,2022-12-05
driver sopan,5,2023-09-24
layanan gosend kok lama bgt nunggu drivernya ya padahal diluaran sana berserakan driver yang mangkal masa gak ada yg terima orderan saya,4,2023-05-05
mengenai aplikasi tidak ada masalah cuman yang bermasalah itu para driver online wilayah majalengka kadipaten suka se enak jidat naikin tarif misal dari 50 mereka minta 75 ribu dengan alasan jalan jelek atau apalah ya kalo kaga mau mobil rusak jangan di pake narik gojek,1,2023-10-09
kok future mengerikan gambar di galeri tidak ada kembalikan seperti dulu ada future kirim gambar galeri rumah agar memudahkan driver dan penerima terima kasih,3,2022-12-04
bang ini ada bug benerin dong klo lg order gofut kan suka ada peta drivernya tuh masih otw trus pindah aplikasi ke youtube shorts scrolling main2 5 menit lah trus pas balik lg ke gojek pake yg tombol kiri bawah buat liat apps2 yg sebelumnya kok sering jadi item ya layarnya ,1,2023-05-03
pengemudinya skrg banyak yg arogan ga kyk dulu ramah pake akun dapet beli driver banyak yg ga ngerti maps,1,2022-12-04
gojek ini gimana susah banget cari driver sampe butuh waktu setengah jam buat nyari driver,1,2022-12-04
